,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>223.11,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>227.64,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=38.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>160.94,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=141.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=132.36,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW>6.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.18,TERMINAL_ID_NB_TX_30DAY_WINDOW>27.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.07,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=223.11,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=223.11,TERMINAL_ID_RISK_7DAY_WINDOW<=0.18","TX_AMOUNT<=223.11,TERMINAL_ID_RISK_30DAY_WINDOW<=0.07","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>132.36,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>2.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>6.50,TX_DURING_NIGHT<=0.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=227.64,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=141.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=227.64,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=109.92","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=227.64,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=227.64,TERMINAL_ID_RISK_7DAY_WINDOW<=0.18","CUSTOMER_ID_NB_TX_30DAY_WINDOW>141.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=40.50","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>132.36,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=38.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=28.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.18,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=38.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>38.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=13.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.07,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=38.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=160.94,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=141.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=160.94,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=132.36","CUSTOMER_ID_NB_TX_30DAY_WINDOW>141.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW>141.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=13.00","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>132.36,TERMINAL_ID_RISK_7DAY_WINDOW<=0.18","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>132.36,TERMINAL_ID_NB_TX_30DAY_WINDOW<=13.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.00","TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.18,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.07,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.18,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=31.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.18,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=27.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.18,TERMINAL_ID_NB_TX_30DAY_WINDOW<=27.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.18,TERMINAL_ID_RISK_30DAY_WINDOW<=0.04","TERMINAL_ID_RISK_7DAY_WINDOW>0.18,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.07,TERMINAL_ID_NB_TX_30DAY_WINDOW<=31.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.07,TX_DURING_NIGHT<=0.50"
0,136.57,2.0,92.56499999999984,11.0,117.29090909090907,67.0,96.36641791044782,0.0,0.0,2.0,0.0,14.0,0.0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,25.8,4.0,57.71749999999999,25.0,54.023600000000016,102.0,52.47176470588241,0.0,0.0,2.0,0.0,22.0,0.0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,59.08,2.0,52.705000000000126,23.0,48.82434782608691,93.0,48.82139784946233,0.0,0.0,5.0,0.0,15.0,0.06666666666666667,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,105.61,8.0,68.07999999999996,39.0,77.04461538461543,123.0,72.85821138211385,1.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,124.99,5.0,71.18000000000004,21.0,67.12142857142852,121.0,67.61495867768593,0.0,0.0,3.0,0.0,13.0,0.0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,73.74,4.0,52.075000000000045,31.0,42.87709677419354,95.0,38.33526315789477,0.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,127.39,3.0,87.95999999999994,9.0,90.09666666666672,59.0,79.47779661016953,0.0,0.0,5.0,0.0,23.0,0.0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,115.77,3.0,118.87666666666671,15.0,112.96333333333335,55.0,93.98254545454542,1.0,0.0,9.0,0.0,25.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,36.1,4.0,30.53999999999997,32.0,27.91343750000002,128.0,27.20625000000002,0.0,0.0,7.0,0.0,19.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,52.39,2.0,31.725,2.0,31.725,3.0,38.43666666666667,2.0,0.0,3.0,0.0,22.0,0.09090909090909091,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
10,96.39,4.0,57.95500000000004,26.0,76.35230769230769,96.0,80.81750000000004,1.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,28.81,5.0,37.723999999999975,17.0,49.75176470588233,80.0,46.064874999999994,0.0,0.0,4.0,0.0,22.0,0.0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,43.57,5.0,45.94200000000006,18.0,54.78833333333332,81.0,59.721975308642,0.0,0.0,2.0,0.0,25.0,0.0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,1.71,2.0,6.4,5.0,7.981999999999997,18.0,6.768888888888888,1.0,0.0,4.0,0.0,14.0,0.0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,34.77,2.0,64.94500000000006,14.0,63.5178571428572,65.0,66.93030769230765,2.0,0.0,7.0,0.0,29.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,92.81,3.0,96.72999999999992,17.0,83.85352941176475,53.0,86.09339622641511,1.0,0.0,4.0,0.0,18.0,0.0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,21.69,1.0,21.690000000000012,7.0,17.730000000000015,27.0,20.076666666666668,1.0,0.0,6.0,0.0,13.0,0.0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,39.27,2.0,41.8099999999999,8.0,46.51249999999993,98.0,46.55438775510207,1.0,0.0,6.0,0.0,22.0,0.0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
