,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>226.69,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>250.76,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=38.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>228.70,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=131.24,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW>10.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.39,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08,CUSTOMER_ID_NB_TX_30DAY_WINDOW>107.50,TERMINAL_ID_NB_TX_30DAY_WINDOW>9.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=226.69,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=226.69,TERMINAL_ID_RISK_7DAY_WINDOW<=0.39","TX_AMOUNT<=226.69,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08","CUSTOMER_ID_NB_TX_7DAY_WINDOW>38.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>1.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=38.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=10.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>1.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=30.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=250.76,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=132.69","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=250.76,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=250.76,TERMINAL_ID_RISK_7DAY_WINDOW<=0.39","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=250.76,TERMINAL_ID_NB_TX_30DAY_WINDOW<=34.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=250.76,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08","CUSTOMER_ID_NB_TX_7DAY_WINDOW>38.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=118.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>38.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=7.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>38.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>38.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=21.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=228.70","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=228.70,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=102.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=10.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=32.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=24.96","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=10.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=9.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=10.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=32.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=10.50,TX_DURING_NIGHT<=0.50"
0,72.1,3.0,79.20333333333329,16.0,89.14312499999997,80.0,81.41187499999998,0.0,0.0,4.0,0.0,23.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,72.55,7.0,91.66714285714288,21.0,81.8152380952381,81.0,81.0034567901235,2.0,0.0,6.0,0.0,22.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,20.12,1.0,20.11999999999998,10.0,36.10899999999998,51.0,29.707254901960777,1.0,0.0,11.0,0.0,23.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,21.14,3.0,21.683333333333337,18.0,25.967222222222254,72.0,26.14888888888889,1.0,0.0,3.0,0.0,22.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4,31.6,3.0,35.09,15.0,29.67533333333334,49.0,29.41979591836736,0.0,0.0,5.0,0.0,23.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
5,62.46,6.0,56.76500000000001,20.0,70.20700000000001,92.0,61.35652173913046,0.0,0.0,2.0,0.0,10.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6,44.54,4.0,74.78250000000006,20.0,79.70750000000008,86.0,84.14081395348833,0.0,0.0,5.0,0.0,30.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
7,28.74,2.0,48.82500000000001,6.0,57.96833333333336,36.0,72.27666666666669,0.0,0.0,4.0,0.0,22.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
8,41.51,3.0,84.72333333333331,15.0,64.60466666666667,41.0,61.860487804878034,0.0,0.0,8.0,0.0,30.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
9,135.92,1.0,135.92000000000007,17.0,106.17470588235298,88.0,94.91738636363638,3.0,0.0,8.0,0.0,31.0,0.0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10,6.91,1.0,6.91,4.0,14.922500000000003,11.0,12.114545454545453,0.0,0.0,4.0,0.0,17.0,0.0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
11,8.87,5.0,52.10799999999993,24.0,62.829166666666644,112.0,61.73642857142861,2.0,0.0,7.0,0.0,19.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
12,47.01,4.0,83.12499999999999,18.0,79.04833333333332,85.0,67.33400000000006,2.0,0.0,3.0,0.0,15.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
13,13.39,5.0,16.287999999999982,22.0,18.015000000000015,101.0,18.770693069306944,1.0,0.0,7.0,0.0,16.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
14,94.96,6.0,73.59166666666668,21.0,63.63904761904758,97.0,69.19175257731953,0.0,0.0,4.0,0.0,25.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
15,92.56,2.0,103.52499999999995,16.0,66.64187499999998,46.0,70.83478260869566,2.0,0.0,4.0,0.0,11.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16,43.63,5.0,47.612000000000045,18.0,37.423888888888825,109.0,36.4448623853211,1.0,0.0,11.0,0.0,28.0,0.0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,124.5,5.0,98.33199999999995,9.0,102.89444444444445,50.0,90.91799999999994,0.0,0.0,1.0,0.0,22.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
18,80.11,6.0,87.29499999999989,22.0,85.26636363636378,103.0,89.97961165048547,1.0,0.0,1.0,0.0,15.0,0.06666666666666667,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
19,39.73,5.0,48.42600000000001,19.0,40.907368421052624,41.0,44.43707317073171,0.0,0.0,4.0,0.0,24.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
20,20.54,2.0,31.759999999999977,24.0,24.898750000000003,64.0,23.29328124999999,2.0,0.0,6.0,0.0,28.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
21,134.19,4.0,92.59250000000003,14.0,89.41571428571417,71.0,98.54999999999998,1.0,0.0,3.0,0.0,16.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
22,29.66,2.0,29.35499999999996,26.0,22.028076923076938,123.0,24.253902439024383,0.0,0.0,7.0,0.0,22.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
23,91.05,1.0,91.05,2.0,90.3950000000001,17.0,71.05470588235292,0.0,0.0,2.0,0.0,22.0,0.0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
24,110.93,3.0,85.30333333333336,27.0,82.15925925925927,134.0,76.91552238805971,2.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
25,32.13,2.0,56.870000000000076,14.0,56.549285714285716,52.0,58.01153846153845,1.0,0.0,5.0,0.0,17.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
26,22.28,1.0,22.280000000000015,10.0,49.493000000000016,25.0,54.91280000000002,0.0,0.0,7.0,0.0,23.0,0.0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
27,23.87,2.0,12.829999999999998,16.0,13.196250000000003,76.0,13.557631578947367,0.0,0.0,6.0,0.0,25.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
28,58.71,5.0,36.20600000000001,15.0,41.16733333333332,60.0,36.89066666666666,0.0,0.0,3.0,0.0,19.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
29,155.04,5.0,110.92399999999994,19.0,124.8557894736842,76.0,101.12078947368421,0.0,0.0,3.0,0.0,24.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
30,52.52,4.0,46.82749999999999,32.0,48.069375000000036,115.0,47.809391304347834,0.0,0.0,1.0,0.0,17.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
31,17.44,1.0,17.439999999999962,14.0,21.300000000000004,65.0,21.892923076923065,0.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
32,42.05,5.0,60.09400000000007,22.0,69.61909090909093,102.0,74.14176470588234,1.0,0.0,6.0,0.0,22.0,0.0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
