,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>220.86,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>218.63,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=9.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=165.74,CUSTOMER_ID_NB_TX_30DAY_WINDOW>113.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=102.02,TERMINAL_ID_RISK_1DAY_WINDOW<=0.42,TERMINAL_ID_NB_TX_7DAY_WINDOW>1.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.94,TERMINAL_ID_RISK_30DAY_WINDOW<=0.35,CUSTOMER_ID_NB_TX_7DAY_WINDOW>31.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=24.50,TERMINAL_ID_NB_TX_1DAY_WINDOW>2.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=220.86,TERMINAL_ID_RISK_1DAY_WINDOW<=0.42","TX_AMOUNT<=220.86,TERMINAL_ID_RISK_7DAY_WINDOW<=0.94","CUSTOMER_ID_NB_TX_1DAY_WINDOW>9.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=27.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW<=113.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=9.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>9.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=1.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.94,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.00","CUSTOMER_ID_NB_TX_1DAY_WINDOW>9.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=20.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=218.63,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=11.00","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=218.63,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=42.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=218.63,TERMINAL_ID_NB_TX_30DAY_WINDOW<=26.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>165.74,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=16.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW<=113.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=21.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=28.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=1.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.94,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=26.00","TERMINAL_ID_NB_TX_30DAY_WINDOW>24.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=7.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>165.74,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=71.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=103.00","TERMINAL_ID_NB_TX_7DAY_WINDOW<=1.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=19.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.94,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=105.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=103.89","TERMINAL_ID_RISK_7DAY_WINDOW>0.94,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=100.83","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=1.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.94,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.94,TERMINAL_ID_RISK_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_30DAY_WINDOW<=20.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_RISK_30DAY_WINDOW<=0.33","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.94,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=1.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=18.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.94,TERMINAL_ID_NB_TX_30DAY_WINDOW<=19.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.94,TERMINAL_ID_RISK_30DAY_WINDOW<=0.33"
0,97.86,5.0,76.93400000000003,22.0,61.409545454545444,87.0,57.20735632183905,1.0,1.0,8.0,0.125,18.0,0.05555555555555555,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
1,140.87,3.0,97.21333333333325,23.0,93.07260869565208,121.0,88.12553719008265,0.0,0.0,7.0,0.0,27.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10.06,4.0,11.217499999999971,26.0,15.200384615384618,94.0,14.087234042553199,0.0,0.0,5.0,0.0,18.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,79.04,2.0,67.34999999999991,27.0,60.2362962962963,99.0,62.294343434343375,4.0,0.0,9.0,0.0,28.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,154.85,2.0,120.49999999999999,3.0,133.93666666666653,35.0,112.08714285714294,1.0,0.0,5.0,0.0,20.0,0.0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,192.78,4.0,132.55499999999995,22.0,101.46090909090913,107.0,90.1011214953271,1.0,0.0,4.0,0.0,14.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,49.6,4.0,49.01499999999999,31.0,42.239677419354834,101.0,43.21356435643564,1.0,0.0,2.0,0.0,13.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12.33,5.0,10.212,31.0,11.809999999999995,98.0,10.733469387755104,2.0,0.0,6.0,0.0,16.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,54.87,5.0,44.83999999999999,27.0,44.32740740740741,105.0,45.42247619047619,0.0,0.0,1.0,0.0,18.0,0.0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9,61.85,5.0,68.70599999999999,27.0,81.1107407407407,93.0,75.37860215053765,0.0,0.0,7.0,0.0,19.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,24.94,4.0,18.97,24.0,14.502083333333319,97.0,14.788350515463918,1.0,0.0,5.0,0.0,12.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,60.55,4.0,82.15000000000002,14.0,76.77142857142852,51.0,68.85941176470591,0.0,0.0,1.0,0.0,14.0,0.0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12,93.92,2.0,82.24000000000018,19.0,69.39210526315787,86.0,75.25674418604653,0.0,0.0,1.0,0.0,14.0,0.0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13,46.79,3.0,28.14666666666666,22.0,43.88545454545461,112.0,41.4902678571429,0.0,0.0,4.0,0.0,23.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,19.26,2.0,29.304999999999993,24.0,81.5608333333333,90.0,79.86044444444445,0.0,0.0,3.0,0.0,13.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,52.59,4.0,62.93999999999999,20.0,48.27850000000004,122.0,48.65901639344263,0.0,0.0,6.0,0.0,23.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,45.94,4.0,24.537499999999948,25.0,27.602400000000017,105.0,27.0982857142857,0.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
