,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>218.26,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=219.71,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=10.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=172.72,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=125.94,TERMINAL_ID_RISK_7DAY_WINDOW<=0.43,TERMINAL_ID_RISK_30DAY_WINDOW<=0.13,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=38.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=4.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=12.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW>117.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=14.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=218.26,TERMINAL_ID_RISK_7DAY_WINDOW<=0.43","TX_AMOUNT<=218.26,TERMINAL_ID_RISK_30DAY_WINDOW<=0.13","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>219.71,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>10.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=38.00","CUSTOMER_ID_NB_TX_1DAY_WINDOW>10.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=106.00","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>125.94,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>10.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=4.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>10.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_NB_TX_1DAY_WINDOW>10.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>10.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=17.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>219.71,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=104.10","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>219.71,TERMINAL_ID_RISK_7DAY_WINDOW<=0.43","CUSTOMER_ID_NB_TX_7DAY_WINDOW>38.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=105.50","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>125.94,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=20.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>4.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=8.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=25.00","TERMINAL_ID_NB_TX_7DAY_WINDOW>12.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=17.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.13,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=24.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>172.72,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=69.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>172.72,TERMINAL_ID_NB_TX_7DAY_WINDOW<=8.00","TERMINAL_ID_RISK_7DAY_WINDOW>0.43,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=172.72","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>172.72,TERMINAL_ID_RISK_30DAY_WINDOW<=0.13","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>125.94,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=90.00","TERMINAL_ID_NB_TX_1DAY_WINDOW>4.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=33.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=108.00","TERMINAL_ID_NB_TX_7DAY_WINDOW>12.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=75.00","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>125.94,TERMINAL_ID_NB_TX_30DAY_WINDOW<=35.00","TERMINAL_ID_RISK_30DAY_WINDOW>0.13,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=96.20","TERMINAL_ID_NB_TX_1DAY_WINDOW>4.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TERMINAL_ID_NB_TX_1DAY_WINDOW>4.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=9.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>4.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=30.00","TERMINAL_ID_RISK_30DAY_WINDOW>0.13,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>4.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>12.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=21.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>12.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=37.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.13,TERMINAL_ID_NB_TX_30DAY_WINDOW<=9.00"
0,34.29,4.0,22.75750000000001,16.0,27.823125000000005,59.0,25.9942372881356,2.0,0.0,8.0,0.0,31.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,40.95,1.0,40.950000000000166,7.0,48.86000000000007,44.0,46.89250000000001,0.0,0.0,3.0,0.0,17.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,78.47,4.0,81.6775,22.0,70.69590909090911,82.0,68.2724390243902,0.0,0.0,3.0,0.0,21.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,23.31,1.0,23.310000000000006,2.0,19.800000000000004,16.0,18.566875000000007,0.0,0.0,3.0,0.0,23.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,71.54,6.0,56.30166666666659,32.0,68.59281250000002,113.0,72.45008849557527,1.0,0.0,4.0,0.0,12.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,32.54,5.0,32.475999999999985,18.0,59.433333333333344,54.0,66.0837037037037,0.0,0.0,1.0,0.0,15.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,149.73,2.0,145.02499999999998,9.0,110.24888888888891,22.0,111.27272727272725,0.0,0.0,2.0,0.0,18.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,66.93,3.0,49.57333333333336,5.0,59.870000000000005,31.0,60.68354838709678,0.0,0.0,5.0,0.0,24.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,28.73,3.0,37.426666666666684,13.0,35.39769230769235,66.0,35.96848484848487,0.0,0.0,3.0,0.0,21.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,13.62,4.0,12.427500000000004,17.0,10.36235294117646,77.0,10.018961038961038,0.0,0.0,4.0,0.0,28.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,35.28,1.0,35.27999999999996,14.0,23.321428571428587,75.0,21.749199999999995,2.0,0.0,5.0,0.0,20.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,51.01,2.0,71.27000000000008,10.0,71.67099999999998,59.0,62.39949152542376,2.0,0.0,7.0,0.0,17.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,38.38,2.0,39.79500000000003,15.0,22.725333333333346,84.0,20.6232142857143,1.0,0.0,5.0,0.0,24.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,8.53,3.0,6.653333333333342,26.0,8.752692307692303,107.0,9.683364485981308,0.0,0.0,9.0,0.0,27.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,49.23,2.0,44.51999999999998,6.0,42.615,19.0,46.754736842105274,1.0,0.0,5.0,0.0,15.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,23.2,2.0,15.940000000000012,13.0,11.779230769230766,52.0,13.006923076923082,1.0,0.0,5.0,0.0,15.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,23.81,2.0,36.23000000000012,26.0,91.06384615384626,87.0,96.20436781609199,0.0,0.0,11.0,0.0,29.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,76.67,5.0,84.79600000000008,18.0,102.46444444444447,112.0,90.3197321428571,1.0,0.0,6.0,0.0,32.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,26.74,3.0,14.51666666666666,22.0,13.646363636363628,106.0,13.602547169811324,0.0,0.0,9.0,0.0,20.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,62.59,3.0,45.6766666666666,25.0,41.41279999999999,100.0,41.45439999999999,0.0,0.0,1.0,0.0,15.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,30.05,4.0,36.922499999999985,28.0,31.370357142857205,115.0,35.451043478260885,1.0,0.0,8.0,0.0,18.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,50.34,1.0,50.33999999999992,19.0,28.49631578947368,83.0,31.227228915662646,0.0,0.0,4.0,0.0,14.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,41.63,3.0,47.190000000000026,24.0,64.47916666666664,71.0,55.97070422535212,0.0,0.0,3.0,0.0,7.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
